Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Issue,Volume,Journal Abbreviation,Short Title,Language,Rights,Library Catalog,Extra,Link Attachments,Manual Tags,Modality,Tumor Type,Tumor_Type
9ATY84DJ,journalArticle,2019,"Pahk, Ki Joo; Shin, Cheol-Hee; Bae, In Yeong; Yang, Yoosoo; Kim, Sang-Heon; Pahk, Kisoo; Kim, Hyungmin; Oh, Seung Ja",Boiling Histotripsy-induced Partial Mechanical Ablation Modulates Tumour Microenvironment by Promoting Immunogenic Cell Death of Cancers.,Scientific reports,2045-2322 (ELECTRONIC),10.1038/s41598-019-45542-z,,"Boiling histotripsy is a promising non-invasive High-Intensity Focused Ultrasound (HIFU) technique that employs HIFU mechanical effects to fractionate solid tumours without causing any significant thermal damage. It has been suggested that boiling histotripsy may induce a strong immune response due to the absence of denatured antigenic protein at the HIFU focus. The underlying immunological mechanisms of this technique are, however, poorly understood. In this study, we demonstrated the feasibility of using boiling histotripsy to mechanically fractionate human breast adenocarcinoma cells (MDA-MB-231) and the potential immunological effects induced by boiling histotripsy, for the first time. Our results showed that mechanical stresses produced by boiling histotripsy promote immunogenic cell death of cancer cells via TNF-induced necrosis signaling pathway. This immunogenic cell death significantly increases secretions of damage-associated molecular patterns (CRT, HSP70, HMGB-1), pro-inflammatory cytokines (IFN-γ, IL-1α, IL-1β, IL-18) and chemokines (IL-8) which are related to M1 macrophage activation. Furthermore, the levels of these signaling proteins increase with the degree of mechanical damage induced by boiling histotripsy. Together, the results presented can suggest that boiling histotripsy could be a potential therapeutic approach for not only mechanically destroying solid tumours (e.g., breast cancer) but also promoting immunogenic cell death via TNF-induced necrosis to trigger antitumour immunity.",2019-06,2022-08-17 14:54:58,2022-08-17 14:54:58,,9050,1,9,,,eng,,,Number: 1 PMID: 31227775,,Primary; ResearchArticle; Histotripsy; Mechanical; Humans; Cell Line; Tumor Microenvironment; Ablation; FlowCytometry; Preclinical; qRT-PCR; Tumor; immunology; Neoplasms; pathology; Breast; InVitro; Immunomodulation; SolidTumor; BH; MDA-MB-231; adenocarcinoma; Boiling; cytokine array; Immunogenic Cell Death,Mechanical,"Adenocarcinoma, Breast Cancer, Carcinoma",Carcinoma
9ATY84DJ,journalArticle,2019,"Pahk, Ki Joo; Shin, Cheol-Hee; Bae, In Yeong; Yang, Yoosoo; Kim, Sang-Heon; Pahk, Kisoo; Kim, Hyungmin; Oh, Seung Ja",Boiling Histotripsy-induced Partial Mechanical Ablation Modulates Tumour Microenvironment by Promoting Immunogenic Cell Death of Cancers.,Scientific reports,2045-2322 (ELECTRONIC),10.1038/s41598-019-45542-z,,"Boiling histotripsy is a promising non-invasive High-Intensity Focused Ultrasound (HIFU) technique that employs HIFU mechanical effects to fractionate solid tumours without causing any significant thermal damage. It has been suggested that boiling histotripsy may induce a strong immune response due to the absence of denatured antigenic protein at the HIFU focus. The underlying immunological mechanisms of this technique are, however, poorly understood. In this study, we demonstrated the feasibility of using boiling histotripsy to mechanically fractionate human breast adenocarcinoma cells (MDA-MB-231) and the potential immunological effects induced by boiling histotripsy, for the first time. Our results showed that mechanical stresses produced by boiling histotripsy promote immunogenic cell death of cancer cells via TNF-induced necrosis signaling pathway. This immunogenic cell death significantly increases secretions of damage-associated molecular patterns (CRT, HSP70, HMGB-1), pro-inflammatory cytokines (IFN-γ, IL-1α, IL-1β, IL-18) and chemokines (IL-8) which are related to M1 macrophage activation. Furthermore, the levels of these signaling proteins increase with the degree of mechanical damage induced by boiling histotripsy. Together, the results presented can suggest that boiling histotripsy could be a potential therapeutic approach for not only mechanically destroying solid tumours (e.g., breast cancer) but also promoting immunogenic cell death via TNF-induced necrosis to trigger antitumour immunity.",2019-06,2022-08-17 14:54:58,2022-08-17 14:54:58,,9050,1,9,,,eng,,,Number: 1 PMID: 31227775,,Primary; ResearchArticle; Histotripsy; Mechanical; Humans; Cell Line; Tumor Microenvironment; Ablation; FlowCytometry; Preclinical; qRT-PCR; Tumor; immunology; Neoplasms; pathology; Breast; InVitro; Immunomodulation; SolidTumor; BH; MDA-MB-231; adenocarcinoma; Boiling; cytokine array; Immunogenic Cell Death,Microbubbles,"Adenocarcinoma, Breast Cancer, Carcinoma",Adenocarcinoma
9ATY84DJ,journalArticle,2019,"Pahk, Ki Joo; Shin, Cheol-Hee; Bae, In Yeong; Yang, Yoosoo; Kim, Sang-Heon; Pahk, Kisoo; Kim, Hyungmin; Oh, Seung Ja",Boiling Histotripsy-induced Partial Mechanical Ablation Modulates Tumour Microenvironment by Promoting Immunogenic Cell Death of Cancers.,Scientific reports,2045-2322 (ELECTRONIC),10.1038/s41598-019-45542-z,,"Boiling histotripsy is a promising non-invasive High-Intensity Focused Ultrasound (HIFU) technique that employs HIFU mechanical effects to fractionate solid tumours without causing any significant thermal damage. It has been suggested that boiling histotripsy may induce a strong immune response due to the absence of denatured antigenic protein at the HIFU focus. The underlying immunological mechanisms of this technique are, however, poorly understood. In this study, we demonstrated the feasibility of using boiling histotripsy to mechanically fractionate human breast adenocarcinoma cells (MDA-MB-231) and the potential immunological effects induced by boiling histotripsy, for the first time. Our results showed that mechanical stresses produced by boiling histotripsy promote immunogenic cell death of cancer cells via TNF-induced necrosis signaling pathway. This immunogenic cell death significantly increases secretions of damage-associated molecular patterns (CRT, HSP70, HMGB-1), pro-inflammatory cytokines (IFN-γ, IL-1α, IL-1β, IL-18) and chemokines (IL-8) which are related to M1 macrophage activation. Furthermore, the levels of these signaling proteins increase with the degree of mechanical damage induced by boiling histotripsy. Together, the results presented can suggest that boiling histotripsy could be a potential therapeutic approach for not only mechanically destroying solid tumours (e.g., breast cancer) but also promoting immunogenic cell death via TNF-induced necrosis to trigger antitumour immunity.",2019-06,2022-08-17 14:54:58,2022-08-17 14:54:58,,9050,1,9,,,eng,,,Number: 1 PMID: 31227775,,Primary; ResearchArticle; Histotripsy; Mechanical; Humans; Cell Line; Tumor Microenvironment; Ablation; FlowCytometry; Preclinical; qRT-PCR; Tumor; immunology; Neoplasms; pathology; Breast; InVitro; Immunomodulation; SolidTumor; BH; MDA-MB-231; adenocarcinoma; Boiling; cytokine array; Immunogenic Cell Death,Microbubbles,"Adenocarcinoma, Breast Cancer, Carcinoma",Breast Cancer
9ATY84DJ,journalArticle,2019,"Pahk, Ki Joo; Shin, Cheol-Hee; Bae, In Yeong; Yang, Yoosoo; Kim, Sang-Heon; Pahk, Kisoo; Kim, Hyungmin; Oh, Seung Ja",Boiling Histotripsy-induced Partial Mechanical Ablation Modulates Tumour Microenvironment by Promoting Immunogenic Cell Death of Cancers.,Scientific reports,2045-2322 (ELECTRONIC),10.1038/s41598-019-45542-z,,"Boiling histotripsy is a promising non-invasive High-Intensity Focused Ultrasound (HIFU) technique that employs HIFU mechanical effects to fractionate solid tumours without causing any significant thermal damage. It has been suggested that boiling histotripsy may induce a strong immune response due to the absence of denatured antigenic protein at the HIFU focus. The underlying immunological mechanisms of this technique are, however, poorly understood. In this study, we demonstrated the feasibility of using boiling histotripsy to mechanically fractionate human breast adenocarcinoma cells (MDA-MB-231) and the potential immunological effects induced by boiling histotripsy, for the first time. Our results showed that mechanical stresses produced by boiling histotripsy promote immunogenic cell death of cancer cells via TNF-induced necrosis signaling pathway. This immunogenic cell death significantly increases secretions of damage-associated molecular patterns (CRT, HSP70, HMGB-1), pro-inflammatory cytokines (IFN-γ, IL-1α, IL-1β, IL-18) and chemokines (IL-8) which are related to M1 macrophage activation. Furthermore, the levels of these signaling proteins increase with the degree of mechanical damage induced by boiling histotripsy. Together, the results presented can suggest that boiling histotripsy could be a potential therapeutic approach for not only mechanically destroying solid tumours (e.g., breast cancer) but also promoting immunogenic cell death via TNF-induced necrosis to trigger antitumour immunity.",2019-06,2022-08-17 14:54:58,2022-08-17 14:54:58,,9050,1,9,,,eng,,,Number: 1 PMID: 31227775,,Primary; ResearchArticle; Histotripsy; Mechanical; Humans; Cell Line; Tumor Microenvironment; Ablation; FlowCytometry; Preclinical; qRT-PCR; Tumor; immunology; Neoplasms; pathology; Breast; InVitro; Immunomodulation; SolidTumor; BH; MDA-MB-231; adenocarcinoma; Boiling; cytokine array; Immunogenic Cell Death,Microbubbles,"Adenocarcinoma, Breast Cancer, Carcinoma",Carcinoma
9ATY84DJ,journalArticle,2019,"Pahk, Ki Joo; Shin, Cheol-Hee; Bae, In Yeong; Yang, Yoosoo; Kim, Sang-Heon; Pahk, Kisoo; Kim, Hyungmin; Oh, Seung Ja",Boiling Histotripsy-induced Partial Mechanical Ablation Modulates Tumour Microenvironment by Promoting Immunogenic Cell Death of Cancers.,Scientific reports,2045-2322 (ELECTRONIC),10.1038/s41598-019-45542-z,,"Boiling histotripsy is a promising non-invasive High-Intensity Focused Ultrasound (HIFU) technique that employs HIFU mechanical effects to fractionate solid tumours without causing any significant thermal damage. It has been suggested that boiling histotripsy may induce a strong immune response due to the absence of denatured antigenic protein at the HIFU focus. The underlying immunological mechanisms of this technique are, however, poorly understood. In this study, we demonstrated the feasibility of using boiling histotripsy to mechanically fractionate human breast adenocarcinoma cells (MDA-MB-231) and the potential immunological effects induced by boiling histotripsy, for the first time. Our results showed that mechanical stresses produced by boiling histotripsy promote immunogenic cell death of cancer cells via TNF-induced necrosis signaling pathway. This immunogenic cell death significantly increases secretions of damage-associated molecular patterns (CRT, HSP70, HMGB-1), pro-inflammatory cytokines (IFN-γ, IL-1α, IL-1β, IL-18) and chemokines (IL-8) which are related to M1 macrophage activation. Furthermore, the levels of these signaling proteins increase with the degree of mechanical damage induced by boiling histotripsy. Together, the results presented can suggest that boiling histotripsy could be a potential therapeutic approach for not only mechanically destroying solid tumours (e.g., breast cancer) but also promoting immunogenic cell death via TNF-induced necrosis to trigger antitumour immunity.",2019-06,2022-08-17 14:54:58,2022-08-17 14:54:58,,9050,1,9,,,eng,,,Number: 1 PMID: 31227775,,Primary; ResearchArticle; Histotripsy; Mechanical; Humans; Cell Line; Tumor Microenvironment; Ablation; FlowCytometry; Preclinical; qRT-PCR; Tumor; immunology; Neoplasms; pathology; Breast; InVitro; Immunomodulation; SolidTumor; BH; MDA-MB-231; adenocarcinoma; Boiling; cytokine array; Immunogenic Cell Death,Thermal Ablation,"Adenocarcinoma, Breast Cancer, Carcinoma",Adenocarcinoma
9ATY84DJ,journalArticle,2019,"Pahk, Ki Joo; Shin, Cheol-Hee; Bae, In Yeong; Yang, Yoosoo; Kim, Sang-Heon; Pahk, Kisoo; Kim, Hyungmin; Oh, Seung Ja",Boiling Histotripsy-induced Partial Mechanical Ablation Modulates Tumour Microenvironment by Promoting Immunogenic Cell Death of Cancers.,Scientific reports,2045-2322 (ELECTRONIC),10.1038/s41598-019-45542-z,,"Boiling histotripsy is a promising non-invasive High-Intensity Focused Ultrasound (HIFU) technique that employs HIFU mechanical effects to fractionate solid tumours without causing any significant thermal damage. It has been suggested that boiling histotripsy may induce a strong immune response due to the absence of denatured antigenic protein at the HIFU focus. The underlying immunological mechanisms of this technique are, however, poorly understood. In this study, we demonstrated the feasibility of using boiling histotripsy to mechanically fractionate human breast adenocarcinoma cells (MDA-MB-231) and the potential immunological effects induced by boiling histotripsy, for the first time. Our results showed that mechanical stresses produced by boiling histotripsy promote immunogenic cell death of cancer cells via TNF-induced necrosis signaling pathway. This immunogenic cell death significantly increases secretions of damage-associated molecular patterns (CRT, HSP70, HMGB-1), pro-inflammatory cytokines (IFN-γ, IL-1α, IL-1β, IL-18) and chemokines (IL-8) which are related to M1 macrophage activation. Furthermore, the levels of these signaling proteins increase with the degree of mechanical damage induced by boiling histotripsy. Together, the results presented can suggest that boiling histotripsy could be a potential therapeutic approach for not only mechanically destroying solid tumours (e.g., breast cancer) but also promoting immunogenic cell death via TNF-induced necrosis to trigger antitumour immunity.",2019-06,2022-08-17 14:54:58,2022-08-17 14:54:58,,9050,1,9,,,eng,,,Number: 1 PMID: 31227775,,Primary; ResearchArticle; Histotripsy; Mechanical; Humans; Cell Line; Tumor Microenvironment; Ablation; FlowCytometry; Preclinical; qRT-PCR; Tumor; immunology; Neoplasms; pathology; Breast; InVitro; Immunomodulation; SolidTumor; BH; MDA-MB-231; adenocarcinoma; Boiling; cytokine array; Immunogenic Cell Death,Thermal Ablation,"Adenocarcinoma, Breast Cancer, Carcinoma",Breast Cancer
9ATY84DJ,journalArticle,2019,"Pahk, Ki Joo; Shin, Cheol-Hee; Bae, In Yeong; Yang, Yoosoo; Kim, Sang-Heon; Pahk, Kisoo; Kim, Hyungmin; Oh, Seung Ja",Boiling Histotripsy-induced Partial Mechanical Ablation Modulates Tumour Microenvironment by Promoting Immunogenic Cell Death of Cancers.,Scientific reports,2045-2322 (ELECTRONIC),10.1038/s41598-019-45542-z,,"Boiling histotripsy is a promising non-invasive High-Intensity Focused Ultrasound (HIFU) technique that employs HIFU mechanical effects to fractionate solid tumours without causing any significant thermal damage. It has been suggested that boiling histotripsy may induce a strong immune response due to the absence of denatured antigenic protein at the HIFU focus. The underlying immunological mechanisms of this technique are, however, poorly understood. In this study, we demonstrated the feasibility of using boiling histotripsy to mechanically fractionate human breast adenocarcinoma cells (MDA-MB-231) and the potential immunological effects induced by boiling histotripsy, for the first time. Our results showed that mechanical stresses produced by boiling histotripsy promote immunogenic cell death of cancer cells via TNF-induced necrosis signaling pathway. This immunogenic cell death significantly increases secretions of damage-associated molecular patterns (CRT, HSP70, HMGB-1), pro-inflammatory cytokines (IFN-γ, IL-1α, IL-1β, IL-18) and chemokines (IL-8) which are related to M1 macrophage activation. Furthermore, the levels of these signaling proteins increase with the degree of mechanical damage induced by boiling histotripsy. Together, the results presented can suggest that boiling histotripsy could be a potential therapeutic approach for not only mechanically destroying solid tumours (e.g., breast cancer) but also promoting immunogenic cell death via TNF-induced necrosis to trigger antitumour immunity.",2019-06,2022-08-17 14:54:58,2022-08-17 14:54:58,,9050,1,9,,,eng,,,Number: 1 PMID: 31227775,,Primary; ResearchArticle; Histotripsy; Mechanical; Humans; Cell Line; Tumor Microenvironment; Ablation; FlowCytometry; Preclinical; qRT-PCR; Tumor; immunology; Neoplasms; pathology; Breast; InVitro; Immunomodulation; SolidTumor; BH; MDA-MB-231; adenocarcinoma; Boiling; cytokine array; Immunogenic Cell Death,Thermal Ablation,"Adenocarcinoma, Breast Cancer, Carcinoma",Carcinoma
Z6RY7TNH,journalArticle,2015,"Chen, Pin-Yuan; Hsieh, Han-Yi; Huang, Chiung-Yin; Lin, Chun-Yen; Wei, Kuo-Chen; Liu, Hao-Li",Focused ultrasound-induced blood-brain barrier opening to enhance interleukin-12 delivery for brain tumor immunotherapy: a preclinical feasibility study.,Journal of translational medicine,1479-5876,10.1186/s12967-015-0451-y,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=4369363&tool=pmcentrez&rendertype=abstract http://www.ncbi.nlm.nih.gov/pubmed/25784614 http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=PMC4369363,"BACKGROUND: Interleukin-12 (IL-12) has long been considered to be effective in triggering an anticancer immune response, however, the dosage has been limited by potential systemic immunotoxicity. Since focused ultrasound (FUS) has been confirmed to temporally and locally open the blood-brain barrier (BBB), the purpose of this study was to elucidate the possibility of combining FUS-induced BBB opening with IL-12 delivery to enhance the anticancer immunological response for glioma treatment. METHODS: FUS energy combined with microbubble administration was delivered transcranially to open BBB, and C-6 glioma rats were used in this study. The efficacy in inducing BBB opening and the corresponding immunological response were primarily evaluated in normal animals. The anticancer immune-triggering chemokine, IL-12, was intraperitoneally administered during the treatment phase to evaluate the effect of immunological response on tumor progression. Glioma animals were sub-grouped to evaluate the effect of the immune response in suppressing glioma when IL-12 was combined with FUS-induced BBB opening. We performed flow cytometry to verify consequent immune cell population changes of peripheral/ tissue lymphocytes as well as macrophages from the animals. Brain sections of sacrificed animals were also used for histological and immunohistochemical analysis. IL-12 level among experimental groups were measured via ELISA analysis. We also analyzed survival and followed tumor progression in vivo via T2-weighted magnetic resonance imaging. RESULTS: FUS-induced BBB opening had no obvious effect on the T lymphocytes population in normal animals, either in the brain or systemically. Yet, it triggered mild changes in the tumor-infiltrating lymphocyte (TIL) population, particularly in numbers of CD3 + CD8+ cytotoxic T lymphocytes (CTLs) in the tumor region. IL-12 administration triggered a profound increase in all TIL populations, including CD3 + CD4+ T helper cells (Th), CTL, and CD4 + CD25+ regulatory T cells (Treg), but combined FUS-BBB opening with IL-12 administration produced the most significant IL-12 increase, CTL increase and CTL/Treg ratio increase, thus contributing to the most significant suppression of tumor progression and increased animal survival. CONCLUSION: This study provides evidence that FUS-BBB opening can enhance immune-modulating agent delivery to the brain, which improve the anticancer immune response in brain tumor treatment.",2015-01,2022-08-17 14:54:58,2022-08-17 14:54:58,,451,,13,,,,,,PMID: 25784614,,Primary; Review; immunotherapy; ELISA; FlowCytometry; H&E; Pre-clinical; Brain; GBM; FUS-BBBo; contrast; IL12; Microarray,Blood-Brain Barrier Opening,GBM,GBM
3IY9CHGI,journalArticle,2020,"Curley, Colleen T; Stevens, Aaron D; Mathew, Alexander S; Stasiak, Katarzyna; Garrison, William J; Miller, G Wilson; Sheybani, Natasha D; Engelhard, Victor H; Bullock, Timothy N J; Price, Richard J",Immunomodulation of intracranial melanoma in response to blood-tumor barrier opening with focused ultrasound.,Theranostics,1838-7640 (ELECTRONIC),10.7150/thno.47983,,"Background: Focused ultrasound (FUS) activation of microbubbles (MBs) for blood-brain (BBB) and blood-tumor barrier (BTB) opening permits targeted therapeutic delivery. While the effects of FUS+MBs mediated BBB opening have been investigated for normal brain tissue, no such studies exist for intracranial tumors. As this technology advances into clinical immunotherapy trials, it will be crucial to understand how FUS+MBs modulates the tumor immune microenvironment. Methods and Results: Bulk RNA sequencing revealed that FUS+MBs BTB/BBB opening (1 MHz, 0.5 MPa peak-negative pressure) of intracranial B16F1cOVA tumors increases the expression of genes related to proinflammatory cytokine and chemokine signaling, pattern recognition receptor signaling, and antigen processing and presentation. Flow cytometry revealed increased maturation (i.e. CD86) of dendritic cells (DCs) in the meninges and altered antigen loading of DCs in both the tumor and meninges. For DCs in tumor draining lymph nodes, FUS+MBs had no effect on maturation and elicited only a trend towards increased presentation of tumor-derived peptide by MHC. Neither tumor endothelial cell adhesion molecule expression nor homing of activated T cells was affected by FUS+MBs. Conclusion: FUS+MBs-mediated BTB/BBB opening elicits signatures of inflammation; however, the response is mild, transient, and unlikely to elicit a systemic response independent of administration of immune adjuvants.",2020,2022-08-17 14:54:58,2022-08-17 14:54:58,,8821–8833,19,10,,,eng,,,Number: 19 PMID: 32754281,,ResearchArticle; Metastases; Gadolinium; HIFU; FlowCytometry; FUS-alone; Preclinical; RNAseq; Melanoma; Orthotopic; MB; Brain; FUS-BBBo; B16; B16F1cOVA,Blood-Brain Barrier Opening,Melanoma,Melanoma
3IY9CHGI,journalArticle,2020,"Curley, Colleen T; Stevens, Aaron D; Mathew, Alexander S; Stasiak, Katarzyna; Garrison, William J; Miller, G Wilson; Sheybani, Natasha D; Engelhard, Victor H; Bullock, Timothy N J; Price, Richard J",Immunomodulation of intracranial melanoma in response to blood-tumor barrier opening with focused ultrasound.,Theranostics,1838-7640 (ELECTRONIC),10.7150/thno.47983,,"Background: Focused ultrasound (FUS) activation of microbubbles (MBs) for blood-brain (BBB) and blood-tumor barrier (BTB) opening permits targeted therapeutic delivery. While the effects of FUS+MBs mediated BBB opening have been investigated for normal brain tissue, no such studies exist for intracranial tumors. As this technology advances into clinical immunotherapy trials, it will be crucial to understand how FUS+MBs modulates the tumor immune microenvironment. Methods and Results: Bulk RNA sequencing revealed that FUS+MBs BTB/BBB opening (1 MHz, 0.5 MPa peak-negative pressure) of intracranial B16F1cOVA tumors increases the expression of genes related to proinflammatory cytokine and chemokine signaling, pattern recognition receptor signaling, and antigen processing and presentation. Flow cytometry revealed increased maturation (i.e. CD86) of dendritic cells (DCs) in the meninges and altered antigen loading of DCs in both the tumor and meninges. For DCs in tumor draining lymph nodes, FUS+MBs had no effect on maturation and elicited only a trend towards increased presentation of tumor-derived peptide by MHC. Neither tumor endothelial cell adhesion molecule expression nor homing of activated T cells was affected by FUS+MBs. Conclusion: FUS+MBs-mediated BTB/BBB opening elicits signatures of inflammation; however, the response is mild, transient, and unlikely to elicit a systemic response independent of administration of immune adjuvants.",2020,2022-08-17 14:54:58,2022-08-17 14:54:58,,8821–8833,19,10,,,eng,,,Number: 19 PMID: 32754281,,ResearchArticle; Metastases; Gadolinium; HIFU; FlowCytometry; FUS-alone; Preclinical; RNAseq; Melanoma; Orthotopic; MB; Brain; FUS-BBBo; B16; B16F1cOVA,FUS-alone,Melanoma,Melanoma
3IY9CHGI,journalArticle,2020,"Curley, Colleen T; Stevens, Aaron D; Mathew, Alexander S; Stasiak, Katarzyna; Garrison, William J; Miller, G Wilson; Sheybani, Natasha D; Engelhard, Victor H; Bullock, Timothy N J; Price, Richard J",Immunomodulation of intracranial melanoma in response to blood-tumor barrier opening with focused ultrasound.,Theranostics,1838-7640 (ELECTRONIC),10.7150/thno.47983,,"Background: Focused ultrasound (FUS) activation of microbubbles (MBs) for blood-brain (BBB) and blood-tumor barrier (BTB) opening permits targeted therapeutic delivery. While the effects of FUS+MBs mediated BBB opening have been investigated for normal brain tissue, no such studies exist for intracranial tumors. As this technology advances into clinical immunotherapy trials, it will be crucial to understand how FUS+MBs modulates the tumor immune microenvironment. Methods and Results: Bulk RNA sequencing revealed that FUS+MBs BTB/BBB opening (1 MHz, 0.5 MPa peak-negative pressure) of intracranial B16F1cOVA tumors increases the expression of genes related to proinflammatory cytokine and chemokine signaling, pattern recognition receptor signaling, and antigen processing and presentation. Flow cytometry revealed increased maturation (i.e. CD86) of dendritic cells (DCs) in the meninges and altered antigen loading of DCs in both the tumor and meninges. For DCs in tumor draining lymph nodes, FUS+MBs had no effect on maturation and elicited only a trend towards increased presentation of tumor-derived peptide by MHC. Neither tumor endothelial cell adhesion molecule expression nor homing of activated T cells was affected by FUS+MBs. Conclusion: FUS+MBs-mediated BTB/BBB opening elicits signatures of inflammation; however, the response is mild, transient, and unlikely to elicit a systemic response independent of administration of immune adjuvants.",2020,2022-08-17 14:54:58,2022-08-17 14:54:58,,8821–8833,19,10,,,eng,,,Number: 19 PMID: 32754281,,ResearchArticle; Metastases; Gadolinium; HIFU; FlowCytometry; FUS-alone; Preclinical; RNAseq; Melanoma; Orthotopic; MB; Brain; FUS-BBBo; B16; B16F1cOVA,High Intensity Focused Ultrasound,Melanoma,Melanoma
3IY9CHGI,journalArticle,2020,"Curley, Colleen T; Stevens, Aaron D; Mathew, Alexander S; Stasiak, Katarzyna; Garrison, William J; Miller, G Wilson; Sheybani, Natasha D; Engelhard, Victor H; Bullock, Timothy N J; Price, Richard J",Immunomodulation of intracranial melanoma in response to blood-tumor barrier opening with focused ultrasound.,Theranostics,1838-7640 (ELECTRONIC),10.7150/thno.47983,,"Background: Focused ultrasound (FUS) activation of microbubbles (MBs) for blood-brain (BBB) and blood-tumor barrier (BTB) opening permits targeted therapeutic delivery. While the effects of FUS+MBs mediated BBB opening have been investigated for normal brain tissue, no such studies exist for intracranial tumors. As this technology advances into clinical immunotherapy trials, it will be crucial to understand how FUS+MBs modulates the tumor immune microenvironment. Methods and Results: Bulk RNA sequencing revealed that FUS+MBs BTB/BBB opening (1 MHz, 0.5 MPa peak-negative pressure) of intracranial B16F1cOVA tumors increases the expression of genes related to proinflammatory cytokine and chemokine signaling, pattern recognition receptor signaling, and antigen processing and presentation. Flow cytometry revealed increased maturation (i.e. CD86) of dendritic cells (DCs) in the meninges and altered antigen loading of DCs in both the tumor and meninges. For DCs in tumor draining lymph nodes, FUS+MBs had no effect on maturation and elicited only a trend towards increased presentation of tumor-derived peptide by MHC. Neither tumor endothelial cell adhesion molecule expression nor homing of activated T cells was affected by FUS+MBs. Conclusion: FUS+MBs-mediated BTB/BBB opening elicits signatures of inflammation; however, the response is mild, transient, and unlikely to elicit a systemic response independent of administration of immune adjuvants.",2020,2022-08-17 14:54:58,2022-08-17 14:54:58,,8821–8833,19,10,,,eng,,,Number: 19 PMID: 32754281,,ResearchArticle; Metastases; Gadolinium; HIFU; FlowCytometry; FUS-alone; Preclinical; RNAseq; Melanoma; Orthotopic; MB; Brain; FUS-BBBo; B16; B16F1cOVA,Microbubbles,Melanoma,Melanoma
2B7HC8F4,journalArticle,2004,"Wu, Feng; Wang, Zhi-Biao; Lu, Pei; Xu, Zhong-Li; Chen, Wen-Zhi; Zhu, Hui; Jin, Cheng-Bing",Activated anti-tumor immunity in cancer patients after high intensity focused ultrasound ablation.,Ultrasound in medicine & biology,0301-5629,10.1016/j.ultrasmedbio.2004.08.003,http://www.sciencedirect.com/science/article/pii/S0301562904002005 http://www.ncbi.nlm.nih.gov/pubmed/15550325,"T cell-mediated immune responses represent the main cellular antitumor immunity in cancer patients. Recent studies have shown that that both surgical procedure and radiation therapy could cause the functional suppression of lymphocyte-mediated cellular immunity. The purpose of current study is to evaluate whether high intensity focused ultrasound (HIFU) might change a systemic antitumor immunity, particularly T lymphocyte-mediated immunity in cancer patients. A total of 16 patients with solid malignancies were treated with HIFU. Among them, six patients had osteosarcoma (Enneking stage, II(B)4, III(B) 2), five had hepatocellular carcinoma (TNM stage, III 3, IV 2), and five had renal cell carcinoma (TNM stage, III 2, IV 3). Using flow cytometry technique, T lymphocyte and subset, B lymphocyte and natural killer cell (NK) in the peripheral blood were measured in these patients on the day before HIFU and 7 to 10 d after HIFU. The statistical significance of any observed difference is evaluated by Student's t-test. The results showed a significance increase in the population of CD4(+) lymphocytes (p \textless 0.01) and the ratio of CD4(+) /CD8(+) (p \textless 0.05) in the circulation of cancer patients after HIFU treatment. The abnormal levels of CD3(+) lymphocytes returned toward the normal range in two patients, CD4(+)/CD8(+) ratio in 3, CD19(+) lymphocytes in one and cytotoxic NK in one, respectively, in comparison to control values. It is concluded that HIFU could enhance a systemic antitumor cellular immunity in addition to local tumor destruction in patients with solid malignancies.",2004-09,2022-08-17 14:54:58,2022-08-17 14:54:58,,1217–1222,9,30,,,,,,"Number: 9 Publisher: Clinical Center for Tumor Therapy of 2(nd) Affiliated Hospital, and Institute of Ultrasonic Engineering in Medicine, Chongqing University of Medical Sciences, Chongqing, China. mfengwu@yahoo.com PMID: 15550325",,Review; Humans; HIFU; Treatment Outcome; Female; Male; Aged; Child; Adult; Middle Aged; FlowCytometry; HCC; Immunity; T-Lymphocytes; Neoplasms; ClinicalTrial; FUS-ThermalAblation; Neoplasms: immunology; Antigens; B-Lymphocytes; B-Lymphocytes: immunology; Killer Cells; Natural; Natural: immunology; Ultrasonic Therapy; HIFU = high-intensity focused ultrasound; Ultrasonic Therapy: methods; RCC; Adolescent; CD; CD: immunology; Cellular; Cellular: immunology; Neoplasms: therapy; Osteosarcoma; T-Lymphocytes: immunology,High Intensity Focused Ultrasound,"Osteosarcoma, Sarcoma",Osteosarcoma
